IDFolio,IDPersona,IDLicenciaConducir,IDTipoLicenciaConducir
207824,1,2,0
207824,2,1,6
207824,3,2,0
207824,4,2,0
207826,1,1,6
207834,1,1,6
207834,2,2,0
207834,3,2,0
207834,4,2,0
207834,5,2,0
207872,1,2,0
207872,2,1,6
207885,1,2,0
207886,1,1,2
207886,2,2,0
207886,3,2,0
207886,4,2,0
207976,1,2,0
207976,2,2,0
207987,1,2,0
207987,2,2,0
207987,3,2,0
208098,1,2,0
208098,2,2,0
208141,1,2,0
208141,2,1,6
208141,3,2,0
208152,1,2,0
208152,2,2,0
208152,3,2,0
208152,4,2,0
208156,1,1,2
208156,2,2,0
208188,1,2,0
208188,2,2,0
208188,3,2,0
208195,1,2,0
208195,2,2,0
208195,3,2,0
208195,4,2,0
208195,5,2,0
208195,6,2,0
208306,1,2,0
208306,2,2,0
208306,3,2,0
208306,4,2,0
208306,5,2,0
208314,1,2,0
208314,2,2,0
208314,3,2,0
208325,1,2,0
208325,2,2,0
208325,3,2,0
208344,1,1,6
208344,2,2,0
208344,3,2,0
208344,4,2,0
208528,1,2,0
208528,2,2,0
208528,3,1,6
208528,4,2,0
208528,5,2,0
208540,1,2,0
208540,2,1,6
208540,3,1,6
208540,4,2,0
208540,5,2,0
208540,6,2,0
208550,1,2,0
208550,2,2,0
208569,1,2,0
208569,2,2,0
208569,3,2,0
208653,1,1,6
208653,2,2,0
208653,3,2,0
208653,4,2,0
208698,1,2,0
208698,2,2,0
208698,3,2,0
208816,1,2,0
208816,2,2,0
208816,3,2,0
208845,1,1,6
208845,2,2,0
208866,1,1,6
208866,2,2,0
208866,3,2,0
209161,1,2,0
209161,2,1,6
209523,1,1,6
209523,2,2,0
209523,3,2,0
209559,1,1,6
209559,2,2,0
209559,3,2,0
209559,4,2,0
209559,5,2,0
209559,6,2,0
209602,1,2,0
209603,1,2,0
209603,2,1,6
209603,3,2,0
209603,4,2,0
209671,1,2,0
209671,2,2,0
209671,3,1,6
209671,4,2,0
209671,5,2,0
209671,6,1,2
209671,7,2,0
209672,1,1,6
209672,2,2,0
209672,3,1,6
209672,4,2,0
209881,1,1,6
209881,2,2,0
209881,3,1,6
209882,1,1,1
209882,2,2,0
209882,3,1,7
209882,4,2,0
209884,1,1,6
209886,1,1,1
209886,2,2,0
209886,3,1,1
209943,1,2,0
209958,1,2,0
210005,1,2,0
210106,1,2,0
210106,2,2,0
210106,3,2,0
210107,1,2,0
210107,2,2,0
210107,3,2,0
210401,1,1,6
210486,1,2,0
210486,2,2,0
210486,3,2,0
210486,4,2,0
210528,1,2,0
210528,2,2,0
210528,3,1,6
210555,1,2,0
210555,2,2,0
210555,3,2,0
210555,4,2,0
210555,5,2,0
210588,1,2,0
210588,2,2,0
210600,1,2,0
210600,2,2,0
210600,3,2,0
210728,1,1,6
210728,2,2,0
210832,1,2,0
210832,2,2,0
210832,3,2,0
210832,4,1,1
210832,5,2,0
210832,6,2,0
210976,1,2,0
210976,2,2,0
210976,3,2,0
210976,4,2,0
210978,1,1,6
210978,2,2,0
210978,3,2,0
210978,4,2,0
210986,1,1,6
210986,2,2,0
211052,1,2,0
211052,2,2,0
211078,1,2,0
211078,2,2,0
211078,3,2,0
211090,1,2,0
211090,2,2,0
211116,1,2,0
211169,1,2,0
211169,2,2,0
211169,3,2,0
211169,4,2,0
211169,5,2,0
211169,6,2,0
211197,1,1,6
211197,2,2,0
211197,3,2,0
211197,4,2,0
211197,5,2,0
211210,1,2,0
211215,1,2,0
211215,2,2,0
211215,3,2,0
211241,1,2,0
211241,2,2,0
211242,1,1,1
211242,2,2,0
211242,3,2,0
211247,1,2,0
211247,2,1,6
211247,3,2,0
211248,1,2,0
211248,2,2,0
211248,3,2,0
211248,4,2,0
211248,5,2,0
211248,6,2,0
211260,1,2,0
211260,2,1,6
211260,3,2,0
211260,4,2,0
211260,5,2,0
211261,1,2,0
211281,1,2,0
211281,2,2,0
211281,3,2,0
211281,4,2,0
211286,1,2,0
211286,2,2,0
211286,3,2,0
211293,1,2,0
211293,2,2,0
211293,3,2,0
211293,4,2,0
211293,5,2,0
211311,1,2,0
211311,2,2,0
211339,1,1,6
211349,1,1,6
211349,2,1,6
211349,3,2,0
211772,1,1,6
211772,2,2,0
211772,3,2,0
212017,1,1,6
212017,2,2,0
212379,1,1,6
212379,2,2,0
212402,1,2,0
212402,2,2,0
212402,3,2,0
212445,1,2,0
212445,2,2,0
212445,3,2,0
212752,1,1,6
212752,2,2,0
212752,3,2,0
212752,4,2,0
212906,1,2,0
212906,2,2,0
212906,3,2,0
212906,4,2,0
212942,1,2,0
212942,2,1,6
212942,3,2,0
213125,1,2,0
213125,2,2,0
213125,3,2,0
213125,4,2,0
213412,1,2,0
213412,2,1,6
213412,3,2,0
213412,4,2,0
214502,1,1,6
214706,1,2,0
214706,2,2,0
215017,1,2,0
215017,2,2,0
215017,3,2,0
215017,4,2,0
215063,1,2,0
215063,2,2,0
215063,3,2,0
216337,1,1,1
216337,2,2,0
216338,1,1,6
216338,2,2,0
216367,1,1,6
216367,2,2,0
216367,3,2,0
216411,1,1,2
216411,2,1,6
216411,3,2,0
216411,4,2,0
216411,5,2,0
216550,1,2,0
216550,2,1,6
216630,1,1,5
216630,2,2,0
216630,3,2,0
216630,4,2,0
216630,5,2,0
216630,6,2,0
216731,1,1,6
216731,2,1,6
216731,3,2,0
216752,1,1,1
216752,2,1,6
216752,3,2,0
216752,4,2,0
217048,1,1,6
217127,1,1,6
217127,2,2,0
217607,1,1,6
217607,2,1,6
217607,3,2,0
217607,4,2,0
217637,1,1,6
217637,2,2,0
217637,3,2,0
217637,4,2,0
217637,5,2,0
217855,1,1,6
217876,1,1,6
217876,2,1,6
217876,3,2,0
217883,1,1,2
217883,2,1,6
217883,3,2,0
217885,1,1,6
217885,2,1,6
217885,3,2,0
217885,4,2,0
217952,1,1,6
217952,2,1,1
217952,3,2,0
217952,4,2,0
217952,5,2,0
217982,1,1,6
218013,1,1,6
218013,2,2,0
218013,3,2,0
218250,1,1,6
218250,2,2,0
218250,3,2,0
218250,4,2,0
218268,1,1,6
218268,2,1,6
218502,1,1,6
218502,2,2,0
218502,3,2,0
218596,1,1,6
218596,2,1,6
218756,1,1,6
218787,1,2,0
218787,2,1,6
218787,3,1,6
218787,4,2,0
218806,1,2,0
218806,2,2,0
218806,3,2,0
218806,4,2,0
218806,5,2,0
218806,6,2,0
218845,1,1,6
218845,2,2,0
218845,3,2,0
218845,4,2,0
218911,1,1,5
218911,2,1,6
218911,3,2,0
218918,1,1,6
218918,2,1,6
218918,3,2,0
218919,1,1,6
218919,2,1,6
218951,1,1,6
218951,2,2,0
218951,3,2,0
218951,4,2,0
218976,1,1,1
218976,2,1,6
218976,3,2,0
218977,1,1,6
218977,2,1,6
218977,3,2,0
218977,4,2,0
219004,1,1,6
219004,2,2,0
219004,3,2,0
219004,4,2,0
219004,5,2,0
219004,6,1,6
230072,1,2,0
230072,2,2,0
230072,3,2,0
230072,4,2,0
230072,5,2,0
230072,6,2,0
230072,7,2,0
500009,1,2,0
500009,2,2,0
500009,3,1,6
500009,4,1,6
500009,5,2,0
500009,6,2,0
500018,1,2,0
500018,2,2,0
500018,3,2,0
500018,4,2,0
500018,5,2,0
500038,1,1,6
500038,2,2,0
500038,3,2,0
500038,4,1,6
500042,1,2,0
500042,2,2,0
500042,3,2,0
500042,4,2,0
500043,1,2,0
500043,2,2,0
500043,3,2,0
500045,1,2,0
500045,2,2,0
500045,3,2,0
500045,4,2,0
500045,5,2,0
500045,6,2,0
500046,1,2,0
500046,2,2,0
500051,1,2,0
500051,2,2,0
500096,1,2,0
500096,2,2,0
500096,3,2,0
500096,4,2,0
500096,5,2,0
500096,6,2,0
500096,7,2,0
500213,1,2,0
500213,2,2,0
500213,3,2,0
500225,1,2,0
500225,2,2,0
500225,3,2,0
500225,4,2,0
500228,1,2,0
500228,2,2,0
500228,3,1,6
500229,1,2,0
500229,2,2,0
500229,3,2,0
500231,1,1,6
500231,2,2,0
500237,1,2,0
500266,1,2,0
500266,2,2,0
500266,3,2,0
500267,1,2,0
500267,2,2,0
500298,1,2,0
500298,2,2,0
500298,3,2,0
500298,4,2,0
500298,5,2,0
500298,6,2,0
500913,1,2,0
500913,2,2,0
500913,3,2,0
500913,4,2,0
500916,1,1,6
500916,2,2,0
500916,3,2,0
500916,4,2,0
500951,1,1,6
500951,2,2,0
500951,3,2,0
500959,1,1,6
500959,2,2,0
500981,1,2,0
500981,2,2,0
500981,3,2,0
500981,4,2,0
501049,1,2,0
501049,2,2,0
501055,1,1,6
501055,2,1,6
501055,3,1,6
501055,4,2,0
501068,1,1,6
501071,1,2,0
501071,2,2,0
501071,3,1,6
501071,4,2,0
501082,1,2,0
501082,2,2,0
501082,3,2,0
501102,1,2,0
501102,2,2,0
501102,3,2,0
501102,4,2,0
501108,1,2,0
501108,2,2,0
501113,1,2,0
501113,2,2,0
501113,3,2,0
501113,4,2,0
501118,1,2,0
501118,2,2,0
501118,3,1,6
501118,4,2,0
501118,5,2,0
501718,1,1,1
501718,2,2,0
501718,3,1,1
501718,4,1,1
501739,1,1,1
501739,2,2,0
501739,3,2,0
501739,4,2,0
501746,1,1,3
501746,2,2,0
501746,3,2,0
501746,4,2,0
501746,5,2,0
501746,6,2,0
501750,1,2,0
501750,2,2,0
501760,1,2,0
501760,2,2,0
501773,1,2,0
501773,2,2,0
501773,3,2,0
501773,4,2,0
501773,5,2,0
501773,6,2,0
501773,7,2,0
501773,8,2,0
501776,1,1,6
501776,2,2,0
501776,3,2,0
501776,4,2,0
501776,5,2,0
501790,1,2,0
501790,2,2,0
501790,3,2,0
502155,1,2,0
502155,2,2,0
502155,3,2,0
502155,4,2,0
502155,5,2,0
502156,1,2,0
502156,2,1,6
502156,3,1,6
502156,4,2,0
502156,5,2,0
502156,6,2,0
502161,1,2,0
502161,2,1,6
502161,3,2,0
502161,4,2,0
502161,5,2,0
502161,6,2,0
502170,1,2,0
502170,2,2,0
502170,3,2,0
502170,4,2,0
502170,5,2,0
502182,1,2,0
502182,2,2,0
502189,1,2,0
502189,2,2,0
502189,3,1,6
502189,4,2,0
502194,1,1,1
502194,2,2,0
502194,3,1,6
502194,4,2,0
502200,1,2,0
502208,1,2,0
502208,2,2,0
502898,1,1,6
502898,2,2,0
502898,3,2,0
502898,4,2,0
502898,5,2,0
502907,1,2,0
502907,2,2,0
502918,1,1,6
502918,2,2,0
502918,3,2,0
502925,1,2,0
502925,2,2,0
502927,1,2,0
502927,2,2,0
502927,3,1,6
502931,1,2,0
502931,2,2,0
502931,3,2,0
502931,4,2,0
502931,5,2,0
502931,6,2,0
502941,1,2,0
502941,2,2,0
502941,3,2,0
502942,1,1,6
502942,2,2,0
502953,1,1,3
502953,2,2,0
502953,3,1,6
502953,4,2,0
502962,1,2,0
502962,2,2,0
502962,3,1,6
502962,4,2,0
502966,1,1,6
502966,2,2,0
502966,3,2,0
502966,4,2,0
503040,1,2,0
503040,2,2,0
503040,3,2,0
503082,1,1,6
503082,2,2,0
503082,3,1,6
503082,4,2,0
503082,5,1,6
503082,6,2,0
503084,1,1,6
503084,2,2,0
503084,3,2,0
503090,1,1,6
503090,2,1,6
503090,3,2,0
503090,4,2,0
503090,5,2,0
503113,1,1,6
503113,2,2,0
503113,3,1,6
503113,4,1,4
503113,5,2,0
503113,6,2,0
503114,1,1,6
503134,1,1,6
503135,1,2,0
503135,2,1,6
503135,3,2,0
503135,4,2,0
503136,1,1,6
503136,2,2,0
503136,3,2,0
503155,1,2,0
503155,2,1,6
503155,3,2,0
503155,4,1,6
503155,5,2,0
503155,6,2,0
503155,7,2,0
503155,8,2,0
503156,1,1,6
503156,2,2,0
503156,3,2,0
503156,4,2,0
503202,1,1,1
503202,2,2,0
503202,3,2,0
503202,4,1,6
503202,5,2,0
503202,6,2,0
503207,1,1,6
503207,2,2,0
503230,1,1,6
503230,2,1,6
503230,3,2,0
503230,4,2,0
503232,1,2,0
503232,2,2,0
503235,1,1,6
503235,2,1,6
503235,3,1,6
503235,4,2,0
503235,5,2,0
503235,6,2,0
503501,1,1,1
503501,2,2,0
503501,3,2,0
503501,4,2,0
503501,5,2,0
503522,1,2,0
503522,2,1,6
503522,3,2,0
503527,1,1,6
503527,2,2,0
503527,3,1,6
503527,4,2,0
503527,5,2,0
503527,6,2,0
503528,1,2,0
503528,2,2,0
503538,1,2,0
503538,2,2,0
503538,3,2,0
503538,4,2,0
503538,5,2,0
503539,1,2,0
503539,2,2,0
503539,3,2,0
503578,1,2,0
503578,2,2,0
503578,3,2,0
503578,4,2,0
503580,1,2,0
503580,2,2,0
503580,3,2,0
503585,1,2,0
503585,2,2,0
503590,1,1,6
503590,2,2,0
503590,3,2,0
503590,4,2,0
503602,1,2,0
503602,2,2,0
503602,3,2,0
503602,4,2,0
503609,1,1,6
503609,2,2,0
503609,3,2,0
503609,4,2,0
503609,5,2,0
503613,1,2,0
503613,2,2,0
503613,3,2,0
503613,4,2,0
503613,5,2,0
503615,1,1,6
503615,2,1,6
503615,3,2,0
503618,1,1,6
503618,2,2,0
503618,3,2,0
503631,1,2,0
503631,2,2,0
503631,3,2,0
503633,1,2,0
503633,2,2,0
503633,3,2,0
503637,1,2,0
503637,2,2,0
503637,3,2,0
503637,4,2,0
503653,1,2,0
503653,2,1,6
503653,3,1,6
503658,1,2,0
503658,2,1,6
503658,3,1,6
503659,1,1,6
503659,2,1,6
503659,3,2,0
503659,4,2,0
503659,5,2,0
503665,1,1,6
503665,2,2,0
503665,3,2,0
503665,4,2,0
503678,1,2,0
503678,2,1,6
503678,3,2,0
503679,1,2,0
503679,2,2,0
503679,3,1,6
503679,4,1,6
503684,1,2,0
503721,1,2,0
503725,1,2,0
503725,2,2,0
503729,1,2,0
503729,2,1,4
503729,3,1,6
503730,1,1,6
503732,1,1,6
503732,2,1,6
503732,3,1,6
503732,4,1,6
503735,1,1,6
503735,2,2,0
503735,3,2,0
503745,1,2,0
503745,2,2,0
503745,3,2,0
503756,1,2,0
503756,2,2,0
503879,1,2,0
503879,2,1,1
503879,3,2,0
503886,1,2,0
503886,2,2,0
503886,3,2,0
503989,1,2,0
503990,1,1,6
503990,2,2,0
503990,3,2,0
503990,4,2,0
503990,5,2,0
503990,6,2,0
503993,1,1,2
503993,2,2,0
503993,3,2,0
504112,1,2,0
504120,1,2,0
504120,2,2,0
504120,3,2,0
504120,4,2,0
504130,1,2,0
504130,2,1,6
504175,1,1,6
504175,2,1,6
504175,3,2,0
504175,4,2,0
504175,5,2,0
504209,1,2,0
504209,2,2,0
504431,1,1,6
504431,2,2,0
504431,3,2,0
507475,1,1,6
507475,2,2,0
507475,3,2,0
507565,1,1,6
507565,2,1,6
507565,3,2,0
507565,4,2,0
507607,1,2,0
507607,2,2,0
507607,3,2,0
507622,1,1,6
507654,1,1,6
507662,1,1,6
507662,2,2,0
507662,3,1,6
507662,4,1,6
507674,1,1,6
507674,2,1,6
507674,3,2,0
507681,1,1,6
507681,2,1,6
507709,1,2,0
507709,2,2,0
507709,3,1,6
507812,1,1,6
507812,2,2,0
508083,1,1,6
508083,2,2,0
508083,3,2,0
508083,4,2,0
508083,5,2,0
508097,1,1,6
508097,2,1,6
508097,3,2,0
508973,1,1,6
508973,2,1,6
508973,3,2,0
509185,1,1,1
509185,2,2,0
509185,3,2,0
509189,1,1,6
509189,2,2,0
509199,1,2,0
509199,2,2,0
509199,3,2,0
509199,4,2,0
509223,1,1,6
509223,2,1,6
509223,3,2,0
509226,1,2,0
509226,2,2,0
509226,3,2,0
509226,4,2,0
509226,5,2,0
509229,1,1,2
509229,2,1,6
509229,3,2,0
509229,4,2,0
509229,5,2,0
509229,6,1,6
509254,1,1,6
509254,2,2,0
509254,3,2,0
509254,4,2,0
509259,1,2,0
509259,2,2,0
509266,1,1,6
509266,2,2,0
509266,3,2,0
509266,4,2,0
509285,1,1,1
509285,2,1,6
509285,3,1,6
509285,4,2,0
509294,1,1,6
509294,2,2,0
509294,3,2,0
509294,4,2,0
509294,5,2,0
509300,1,2,0
509300,2,1,6
509300,3,2,0
509313,1,1,6
509313,2,2,0
509313,3,2,0
509318,1,1,6
509318,2,2,0
509318,3,2,0
509445,1,2,0
509445,2,2,0
509624,1,1,6
509624,2,1,6
509624,3,2,0
509624,4,2,0
509624,5,2,0
509626,1,2,0
509630,1,2,0
509650,1,1,6
509650,2,1,6
509652,1,1,6
509652,2,1,6
509652,3,2,0
509652,4,2,0
509652,5,2,0
509652,6,2,0
509675,1,1,6
509675,2,1,6
509675,3,2,0
509681,1,1,6
509681,2,1,6
509681,3,1,6
509681,4,1,6
509746,1,2,0
509746,2,2,0
509759,1,1,6
509759,2,1,6
509759,3,1,6
509759,4,2,0
509760,1,1,6
509760,2,2,0
509761,1,2,0
509799,1,1,6
509799,2,2,0
509799,3,1,6
509799,4,2,0
509801,1,1,4
509801,2,1,1
509801,3,1,6
509801,4,1,6
509805,1,1,6
509805,2,2,0
509805,3,2,0
509805,4,2,0
509805,5,2,0
509805,6,1,6
509805,7,2,0
509984,1,1,6
509984,2,2,0
509984,3,1,6
509984,4,1,6
509985,1,1,6
509985,2,1,6
509995,1,1,6
509995,2,2,0
509995,3,2,0
509995,4,2,0
510097,1,1,4
510097,2,2,6
510097,3,2,0
510097,4,2,0
510097,5,2,0
510190,1,1,1
510190,2,2,0
510190,3,2,0
510190,4,1,6
510190,5,1,4
510190,6,1,6
510190,7,2,0
510190,8,2,0
510195,1,1,4
510195,2,2,0
510195,3,2,0
510195,4,2,0
510204,1,2,0
510204,2,2,0
510204,3,2,0
510204,4,2,0
510207,1,1,1
510207,2,2,0
510207,3,2,0
510207,4,2,0
510207,5,2,0
510207,6,2,0
510210,1,2,0
510210,2,2,0
510210,3,2,0
510210,4,2,0
510210,5,2,0
510410,1,2,0
510410,2,2,0
510410,3,2,0
510410,4,2,0
510410,5,2,0
510454,1,1,6
510454,2,2,0
510454,3,2,0
510454,4,2,0
510454,5,2,0
510454,6,2,0
510454,7,2,0
510461,1,2,0
510461,2,2,0
510461,3,2,0
510461,4,2,0
510461,5,2,0
510461,6,2,0
510461,7,2,0
510467,1,2,0
510467,2,1,6
510467,3,2,0
510471,1,2,0
510471,2,2,0
510471,3,2,0
510508,1,2,0
510508,2,2,0
510528,1,2,0
510528,2,2,0
510528,3,2,0
510644,1,2,0
511268,1,1,6
511268,2,2,0
511268,3,2,0
511414,1,1,6
511414,2,2,0
511414,3,2,0
511414,4,2,0
511414,5,2,0
511563,1,2,0
511563,2,2,0
511563,3,2,0
511563,4,2,0
511566,1,2,0
511566,2,2,0
511566,3,2,0
511566,4,2,0
511566,5,2,0
511566,6,2,0
511566,7,2,0
511566,8,2,0
511587,1,1,6
511587,2,2,0
511587,3,2,0
511587,4,2,0
511587,5,2,0
511587,6,2,0
511587,7,2,0
511587,8,2,0
511587,9,2,0
511591,1,2,0
511591,2,2,0
511591,3,2,0
511591,4,2,0
511653,1,2,0
511653,2,2,0
511653,3,2,0
511653,4,2,0
511656,1,2,0
511656,2,2,0
511669,1,2,0
511669,2,2,0
511669,3,2,0
511795,1,2,0
511795,2,1,1
511795,3,2,0
511795,4,2,0
511795,5,2,0
511795,6,2,0
511796,1,2,0
511796,2,2,0
511796,3,2,0
511804,1,1,2
511804,2,2,0
511804,3,2,0
511804,4,2,0
511804,5,2,0
511818,1,1,6
511818,2,2,0
511818,3,1,6
511818,4,2,0
511818,5,2,0
511818,6,2,0
511819,1,2,0
511821,1,1,1
511821,2,2,0
511821,3,2,0
511821,4,2,0
511821,5,2,0
511821,6,2,0
512081,1,2,0
512081,2,2,0
512081,3,2,0
512081,4,2,0
512081,5,2,0
512081,6,2,0
512206,1,2,0
512216,1,2,0
512216,2,2,0
512216,3,2,0
512216,4,2,0
512216,5,2,0
512317,1,1,6
512317,2,2,0
512317,3,2,0
512317,4,2,0
512317,5,2,0
512320,1,2,0
512320,2,2,0
512343,1,1,1
512343,2,2,0
512343,3,2,0
512343,4,2,0
512343,5,2,0
512345,1,2,0
512345,2,2,0
512347,1,1,6
512347,2,2,0
512347,3,2,0
512347,4,2,0
512347,5,2,0
512347,6,2,0
512411,1,2,0
512411,2,2,0
512411,3,2,0
512411,4,2,0
512411,5,2,0
512411,6,2,0
512411,7,2,0
512461,1,2,0
512461,2,2,0
512461,3,2,0
512461,4,2,0
512461,5,2,0
512461,6,2,0
512534,1,2,0
512534,2,2,0
512534,3,2,0
512535,1,2,0
512535,2,2,0
512535,3,2,0
512535,4,2,0
512535,5,2,0
512538,1,2,0
512538,2,2,0
512538,3,2,0
512538,4,2,0
512557,1,1,6
512557,2,2,0
512557,3,2,0
512557,4,2,0
512560,1,1,1
512560,2,2,0
512730,1,1,6
512730,2,2,0
512730,3,2,0
512755,1,2,0
512755,2,1,6
512755,3,2,0
512755,4,2,0
512755,5,2,0
514707,1,2,0
514707,2,2,0
514707,3,1,6
514726,1,2,0
100007,1,2,0
100007,2,2,0
100007,3,2,0
100007,4,2,0
100031,1,2,0
100031,2,2,0
100031,3,2,0
100031,4,2,0
100031,5,2,0
100050,1,2,0
100050,2,2,0
100050,3,2,0
100050,4,1,6
100050,5,2,0
100050,6,2,0
100084,1,2,0
100084,2,2,0
100084,3,2,0
100084,4,2,0
100086,1,2,0
100086,2,2,0
100086,3,2,0
100086,4,2,0
100086,5,2,0
100086,6,2,0
100087,1,2,0
100087,2,2,0
100087,3,2,0
100087,4,2,0
100155,1,2,0
100155,2,2,0
100155,3,2,0
100155,4,2,0
100158,1,1,6
100158,2,2,0
100158,3,1,6
100158,4,2,0
100442,1,1,6
100442,2,2,0
100442,3,2,0
100475,1,2,0
100475,2,2,0
100475,3,2,0
100476,1,2,0
100476,2,1,6
100476,3,2,0
100476,4,2,0
100476,5,2,0
100476,6,2,0
100487,1,2,0
100487,2,2,0
100487,3,2,0
100487,4,2,0
100487,5,2,0
100487,6,2,0
100488,1,2,0
100488,2,2,0
100488,3,2,0
100488,4,2,0
100719,1,2,0
100719,2,2,0
100719,3,2,0
100719,4,2,0
100720,1,2,0
100720,2,2,0
100724,1,1,5
100724,2,2,0
100724,3,2,0
100725,1,1,6
100725,2,2,0
100725,3,2,0
100809,1,2,0
100809,2,2,0
100810,1,2,0
101179,1,2,0
101179,2,2,0
101179,3,2,0
101179,4,2,0
101186,1,2,0
101186,2,1,6
101186,3,2,0
101201,1,2,0
101201,2,2,0
101201,3,2,0
101201,4,2,0
101201,5,2,0
101201,6,2,0
101201,7,2,0
101228,1,2,0
101228,2,2,0
101228,3,2,0
101228,4,2,0
101228,5,2,0
101228,6,2,0
101231,1,2,0
101231,2,2,0
101231,3,2,0
101231,4,2,0
101289,1,1,6
101289,2,2,0
101289,3,2,0
101290,1,2,0
101290,2,2,0
101290,3,2,0
101290,4,2,0
101291,1,2,0
101291,2,2,0
101291,3,1,4
101291,4,2,0
101300,1,2,0
101300,2,1,6
101300,3,2,0
101300,4,2,0
101300,5,2,0
101300,6,2,0
101300,7,2,0
101300,8,2,0
101309,1,2,0
101309,2,1,6
101309,3,2,0
101889,1,2,0
101889,2,2,0
101913,1,2,0
101914,1,1,6
101914,2,2,0
101914,3,2,0
101919,1,2,0
101919,2,2,0
101945,1,2,0
101945,2,2,0
101979,1,2,0
101979,2,2,0
101979,3,2,0
101979,4,2,0
101979,5,2,0
101979,6,2,0
101979,7,2,0
102006,1,2,0
102193,1,2,0
102193,2,2,0
102362,1,2,0
102362,2,1,6
102368,1,1,6
102368,2,2,0
102368,3,2,0
102368,4,1,6
102368,5,2,0
102370,1,2,0
102370,2,1,6
102370,3,2,0
102370,4,2,0
102370,5,2,0
102370,6,2,0
102399,1,2,0
102399,2,2,0
102399,3,2,0
102399,4,2,0
102399,5,2,0
102399,6,2,0
102453,1,2,0
102453,2,2,0
102453,3,2,0
102453,4,2,0
102453,5,2,0
102453,6,2,0
102453,7,2,0
102453,8,2,0
102453,9,2,0
102453,10,2,0
102471,1,2,0
102471,2,2,0
102471,3,2,0
102471,4,2,0
102471,5,2,0
102471,6,2,0
102561,1,2,0
102561,2,2,0
102561,3,2,0
102561,4,2,0
102561,5,2,0
102639,1,2,0
102639,2,2,0
102639,3,2,0
102639,4,2,0
102735,1,2,0
102735,2,2,0
102737,1,2,0
102737,2,2,0
102737,3,1,6
102871,1,2,0
102871,2,2,0
102871,3,2,0
102871,4,2,0
102871,5,2,0
102877,1,2,0
102877,2,1,4
102877,3,2,0
102877,4,2,0
102877,5,2,0
102877,6,2,0
102877,7,2,0
102910,1,2,0
102910,2,2,0
102910,3,1,6
102910,4,2,0
102924,1,1,6
102924,2,2,0
102924,3,1,6
102924,4,2,0
102924,5,2,0
102925,1,2,0
102925,2,2,0
102925,3,2,0
102925,4,2,0
102925,5,2,0
102925,6,2,0
102925,7,2,0
102925,8,2,0
102925,9,2,0
102926,1,2,0
102926,2,2,0
102926,3,2,0
102926,4,2,0
102926,5,2,0
102926,6,2,0
102926,7,2,0
102930,1,2,0
102930,2,2,0
102935,1,1,6
102935,2,2,0
102935,3,1,6
102935,4,2,0
102935,5,2,0
102935,6,2,0
102936,1,1,6
102936,2,2,0
102936,3,2,0
102936,4,2,0
102936,5,2,0
102936,6,1,6
102937,1,2,0
102937,2,2,0
102947,1,2,0
102947,2,2,0
102947,3,2,0
102947,4,2,0
102947,5,2,0
102982,1,2,0
102982,2,1,6
103025,1,1,6
103025,2,2,0
103025,3,2,0
103025,4,2,0
103027,1,2,0
103027,2,2,0
103027,3,2,0
103027,4,2,0
103153,1,2,0
103153,2,2,0
103153,3,2,0
103153,4,2,0
103160,1,1,6
103160,2,2,0
103184,1,1,6
103184,2,2,0
103188,1,1,6
103195,1,2,0
103195,2,2,0
103195,3,2,0
103201,1,1,1
103201,2,2,0
103201,3,2,0
103201,4,2,0
103203,1,2,0
103205,1,2,0
103205,2,2,0
103205,3,2,0
103330,1,2,0
103330,2,2,0
103330,3,1,6
103330,4,1,6
103363,1,2,0
103376,1,2,0
103376,2,2,0
103376,3,2,0
103461,1,2,0
103461,2,2,0
103530,1,1,6
103530,2,1,6
103530,3,2,0
103530,4,2,0
103530,5,2,0
103537,1,2,0
103548,1,2,0
103548,2,2,0
103548,3,2,0
103548,4,2,0
103549,1,2,0
103549,2,2,0
103549,3,2,0
103551,1,2,0
103551,2,2,0
103551,3,2,0
103551,4,2,0
103582,1,2,0
103582,2,2,0
103627,1,1,6
103627,2,2,0
103627,3,2,0
103627,4,2,0
103627,5,2,0
103849,1,1,6
103849,2,1,6
103849,3,1,6
103850,1,1,6
103850,2,2,0
103850,3,2,0
103872,1,2,0
103872,2,1,6
103872,3,2,0
103872,4,2,0
103872,5,2,0
103872,6,2,0
103902,1,2,0
103902,2,2,0
103902,3,1,1
103905,1,1,6
103905,2,2,0
103905,3,2,0
103905,4,1,6
103905,5,2,0
103944,1,1,6
103944,2,2,0
103944,3,2,0
103945,1,1,6
103945,2,2,0
103945,3,2,0
103945,4,2,0
103945,5,2,0
103945,6,2,0
103955,1,1,6
103955,2,1,6
104010,1,1,1
104010,2,2,0
104010,3,1,6
104141,1,1,1
104141,2,2,0
104141,3,2,0
104141,4,2,0
104141,5,2,0
104141,6,2,0
104280,1,2,0
104280,2,2,0
104280,3,2,0
104280,4,2,0
104292,1,2,0
104292,2,2,0
104390,1,2,0
104390,2,2,0
104390,3,2,0
104390,4,2,0
104390,5,2,0
104390,6,2,0
104402,1,2,0
514726,2,2,0
514726,3,2,0
514737,1,2,0
514737,2,2,0
514740,1,2,0
514740,2,2,0
514742,1,1,1
514742,2,2,0
514742,3,2,0
514750,1,1,6
514750,2,2,0
514770,1,2,0
514770,2,2,0
514770,3,2,0
514770,4,2,0
514770,5,2,0
514860,1,2,0
514860,2,2,0
