IDFolio,IDNumVehiculo,TipoVehiculo,IDMarca,AgnoFabricacion,Cilindrada,TipoMotor,SelloVerde,VehiculoEmpresa,TieneTag,trabajo,Modelo
12024004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12024009,255,1,367,2009,2000,1,1,2,2,2,tercel              
12024011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12024015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12024016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12029003,147,3,71,2005,2500,2,2,2,2,2,turbo               
12029006,137,1,367,2009,2500,1,1,2,2,2,rap4                
12029006,138,2,193,2012,125,1,2,2,2,2,125                 
12029011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12029012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12029018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12030006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12030008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12030013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12030017,278,1,269,1994,1500,1,2,2,2,2,suny                
12030019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12030900,257,1,279,2006,1300,1,1,2,2,2,c-3                 
12030901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12030902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12043002,156,3,69,2002,2500,1,2,2,2,2,luv                 
12043008,159,1,156,1989,1400,1,2,2,2,2,sibic               
12043014,158,1,166,2013,1200,1,1,2,2,2,I-10                
12043019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12043027,157,1,367,2003,1500,1,1,2,2,2,yaris               
12043028,163,1,166,2012,1600,1,1,2,2,2,acent               
12049004,277,3,118,2005,2200,2,1,2,2,2,ranger              
12049008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12049016,254,3,166,2011,2000,1,1,2,2,2,tucson              
12049018,253,3,367,1989,2000,2,2,2,2,2,hilux               
12049020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12049023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12049900,252,1,279,2009,1500,1,1,2,-1,2,206                 
12053001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12053003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12053004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12053011,154,1,310,1997,1500,1,1,2,2,2,tercel              
12053011,155,2,400,2008,200,1,2,2,2,2,xt-200              
12053026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12069001,267,1,71,2007,1600,1,1,2,2,2,aveo                
12069007,263,1,197,2010,1400,1,2,2,2,2,morning             
12069016,266,1,71,2007,1600,1,1,2,2,2,vibant              
12069020,264,1,367,2013,1600,1,1,2,2,2,yaris               
12069020,265,1,118,2007,1600,1,1,2,2,2,eco sport           
12069900,262,3,367,1995,2400,1,2,2,2,2,hilux               
12072002,276,3,367,2007,2000,2,1,2,2,2,partner             
12072007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12076003,145,1,356,2000,1300,1,2,2,2,2,Maruti              
12076006,144,1,269,2011,1600,1,1,2,2,2,Tiida               
12076012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12076013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12076014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12087008,141,1,356,1997,1600,1,2,2,2,2,VALENA              
12087012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12087014,145,1,71,2011,1800,1,2,2,2,2,cheiv               
12087016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12087034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12088001,250,3,189,2009,2000,2,1,2,2,2,1241                
12088004,274,1,352,1999,1500,1,2,2,2,2,forester            
12088010,269,1,352,2007,1500,1,2,2,2,2,forester            
12088023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12088030,251,1,356,2008,1000,1,1,2,2,2,maruti              
12088032,272,1,197,2012,1600,1,1,2,-1,2,cerato              
12088032,273,3,269,2010,2500,1,1,2,2,2,x-trail classic     
12088033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12088039,270,3,367,2011,2200,1,1,2,2,2,RVA4                
12088902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12088903,271,1,70,2013,1000,1,1,2,2,2,qq3                 
12088904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12088910,268,1,367,2010,1500,1,2,2,2,2,corola              
12095001,275,3,367,2009,2000,1,1,2,2,2,RVA4                
12095001,276,3,1,2010,2000,2,1,2,2,2,SAVE WONG ACTION    
12095002,243,1,166,2009,1500,1,1,2,2,2,accent              
12095010,266,3,231,2012,2200,1,1,2,2,2,scorpio glx         
12095011,267,3,197,2010,2000,1,1,2,2,2,sportage            
12095012,244,3,1,2005,2000,2,1,2,2,2,sangyong modelo acti
12095014,245,1,250,2010,1600,1,1,2,2,2,GLS                 
12095016,246,3,269,2010,2500,2,1,2,2,2,terrano             
12095017,247,1,71,2011,1800,1,1,2,2,2,corsa               
12095017,248,1,367,2009,1600,1,1,2,2,2,tercel              
12096013,140,1,166,1999,1800,1,2,2,2,2,asen                
12096027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12096031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12096035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12102003,269,1,367,1998,1600,1,1,2,2,2,sparza              
12102005,270,1,71,2013,1400,1,1,2,2,2,aveo                
12102006,268,1,197,1998,2000,2,1,2,2,2,besta               
12106001,143,3,269,2006,2400,2,1,2,2,2,terrano             
12106010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12106016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12106021,142,1,71,2007,2200,1,2,2,2,2,corsa               
12106033,144,3,367,2006,2300,1,2,2,2,2,4x4                 
12129001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12129005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12129008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12129010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
12129012,138,1,367,2010,1500,1,1,2,2,-1,Yaris               
12129012,139,1,269,2011,1500,1,1,2,2,2,Tiida               
12129012,140,1,356,2013,1000,1,1,-1,2,2,Celerio             
12148005,260,1,250,2010,1600,1,1,2,2,2,lancord             
12148005,261,1,269,2010,2500,1,1,2,2,2,xitral              
12148008,259,1,242,2013,1500,1,1,2,2,2,2                   
12148014,258,1,279,2007,1200,1,1,2,2,2,206                 
12148017,256,3,269,1995,1600,1,2,2,2,2,sentra              
12148017,257,1,166,2010,2000,1,1,2,2,2,station             
12148022,255,1,279,2010,1500,2,1,2,2,2,308                 
13025004,138,1,166,1992,1600,1,2,2,2,2,elantra             
13025007,161,1,110,2000,1100,1,1,2,2,2,punto               
13025008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13025014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13025018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13025020,158,1,83,1997,2000,1,1,2,2,2,espero              
13025021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13025022,137,1,166,2000,2500,1,1,2,2,2,santa fe            
13030001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13030008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13030010,136,1,367,2008,1500,1,1,2,2,2,corolla             
13030013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13030014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13038003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13038006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13038009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13038010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
13038012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14010005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14010007,202,3,71,1996,2000,1,2,2,2,2,cerv                
14010015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14010017,203,3,318,2012,2000,2,1,2,2,2,sanyon              
14010020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14013013,201,1,197,2011,1200,1,1,2,2,2,morning             
14013017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14013032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14013035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14013900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14016003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14016004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14016010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14016011,196,1,71,1989,1500,1,2,2,2,2,geminis             
14016015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14019002,187,1,71,2005,1600,1,2,2,2,2,corsa               
14019005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14019009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14019011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14019016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14033014,151,1,367,2008,1600,1,1,2,2,2,yaris               
14033038,150,1,197,2002,2000,2,1,2,2,2,karens 2            
14045005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14045007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14045008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14045013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14045022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14051002,190,3,71,1997,2300,1,2,2,2,2,luv                 
14051013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14051016,188,3,367,1992,1300,1,2,2,2,2,estarlec            
14051017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14051020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14051900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14051901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14053024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14053038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14053044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14053057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14053063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14063017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14063024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14063026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14063029,186,1,367,2005,1400,1,1,2,2,2,corvet              
14063031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14065001,127,1,352,2005,2000,1,1,2,2,-1,legacy              
14065002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14065005,128,1,352,2002,2000,1,1,2,2,2,legacy              
14065007,130,1,356,2008,1800,1,1,2,2,2,swin                
14065009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14065011,129,1,302,2004,1600,1,1,2,2,2,megani              
14065014,260,1,317,2013,1600,1,1,2,2,-1,2013                
14065019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14065020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14083001,149,3,71,2002,2200,1,1,2,2,2,luv                 
14083005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14083006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14083013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14083017,148,1,269,2006,1600,1,2,2,2,-1,v16                 
14083022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14108001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14108003,259,1,356,2013,1200,1,1,2,2,2,dezire              
14108004,258,1,197,2000,1100,1,1,2,2,2,fidet               
14108005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14108006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14108009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14108016,125,1,71,1998,2000,1,2,2,2,2,luv                 
14108028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14141002,200,1,274,1996,1600,1,2,2,2,2,corsa               
14141007,197,1,71,1998,1400,1,2,2,2,2,corsa               
14141007,198,1,166,1996,1500,1,2,2,2,2,assent              
14141019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14141022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14141023,199,1,197,2003,1600,1,1,2,2,2,soul                
14142003,152,1,269,1990,1300,1,2,2,2,2,sanin               
14142007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14142010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14142011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14142013,153,1,2,1999,1400,1,1,2,2,2,                    
14142019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14151001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14151003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14151019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14151020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
14151023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15013001,139,8,197,1998,2700,2,1,2,2,-1,frontier            
15013004,136,1,352,1992,1600,1,2,2,2,2,loyale              
15013005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15013009,138,3,250,1993,2000,1,2,2,2,-1,                    
15013014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15018005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15018011,131,5,197,1995,2000,2,2,2,2,2,besta               
15018019,124,3,231,2010,2200,2,1,2,2,-1,scorpio             
15018021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15018023,123,3,71,1988,1600,1,2,2,2,2,luv                 
15026003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15026004,129,1,166,2005,1500,2,1,2,2,-1,acer                
15026005,279,3,71,2009,2000,2,1,2,2,2,luv                 
15026007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15026011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15026017,132,1,71,2012,1400,1,1,2,2,-1,sail                
15026022,125,3,269,2008,2500,2,1,2,2,-1,terrano             
15026022,126,1,71,2005,2000,1,1,2,2,2,astra               
15026022,127,1,71,1990,1500,1,2,2,2,2,Chevette            
15026022,128,5,166,1994,2500,2,2,2,2,-1,H100                
15026900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15029002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15029006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15029007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15029009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15029015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040015,137,3,269,1989,1800,1,2,2,2,-1,                    
15040019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15040902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15044002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15044004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15044006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15044013,130,1,83,2000,1600,1,1,2,2,2,nubira              
15044014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15058002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15058006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15058010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
15058013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16011001,129,1,356,1991,1300,1,2,2,2,2,Swift               
16011003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16011010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16011012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16011018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16039007,161,1,384,1993,2000,1,2,2,2,2,santana             
16039007,162,1,269,2004,1600,1,2,2,2,2,platino             
16039011,160,3,367,2010,2500,2,2,2,2,-1,haylux              
16039012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16039014,159,1,242,1999,1600,1,1,2,2,2,no sabe             
16039016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16039022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16039023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047004,157,1,367,1982,1600,1,2,2,2,2,corolla             
16047005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16047010,155,5,166,1999,2400,1,1,2,2,-1,h1                  
16050055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16050059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16050901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16050902,151,1,166,2013,2200,2,1,2,2,2,santa fe            
16050903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16053001,128,1,71,1990,1300,1,2,2,2,-1,DLX                 
16053002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16053009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16053017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16053018,131,1,367,2008,2500,2,1,2,2,2,hilux               
16055009,130,1,352,1996,2000,1,1,2,2,2,Legacy              
16055011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16055012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16055014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16055018,132,1,75,1998,1600,2,2,2,2,2,Z59                 
16067004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16067008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16067011,133,1,242,2006,1300,2,2,2,2,2,                    
16067012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16067014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086001,154,3,71,1997,2300,1,2,2,2,-1,luv                 
16086004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086005,153,5,220,2013,1300,1,1,2,2,-1,no sabe             
16086006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
16086014,156,1,197,2010,1600,1,1,2,2,-1,cerato              
17008007,135,1,71,2002,1800,1,2,2,2,2,corsa               
17008010,136,1,166,1994,1800,1,2,2,2,2,elantra             
17008011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17008012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17008017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17011007,147,1,279,1993,1800,1,2,2,2,2,504                 
17011010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17011011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17011032,142,1,166,2009,1600,1,2,2,2,2,astra               
17011034,148,1,279,2009,1400,1,2,2,2,2,                    
17018005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17018006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17018011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17018021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029003,191,1,83,1994,1200,1,2,2,2,2,                    
17029005,185,1,356,2007,800,1,2,2,2,2,maruti              
17029010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029012,186,1,70,2010,2000,1,2,2,2,2,                    
17029013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17029903,198,2,85,2000,800,1,2,2,2,2,                    
17029904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17060001,129,3,118,1998,2300,2,2,2,2,2,ranger              
17060002,128,1,197,2003,1300,1,1,2,2,2,rio                 
17060004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17060005,127,3,110,1999,1400,1,2,2,2,2,fiorino             
17060009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17060900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17061003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17061005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17061006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17061007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17061011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17061900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17072002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17072004,137,1,71,1978,1600,1,2,2,2,2,chevet              
17072004,138,1,71,2012,1400,1,1,2,2,2,cial                
17072910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17079002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17079005,141,3,250,2006,2200,2,1,2,2,2,l200                
17079006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17082001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17082004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17082005,189,1,367,1999,1500,1,2,2,2,2,corolla             
17082006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17082008,190,8,250,1996,2400,2,2,2,2,2,                    
17082010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17082011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17082012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17088009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17088010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17088015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17088016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17088018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17096002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17096005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17096010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
17096011,129,1,71,1989,2800,2,2,2,2,2,luv                 
17096011,130,1,71,1999,2200,1,1,2,2,2,cavalier            
17096015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18007003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18007004,121,3,166,1998,2500,2,1,2,2,-1,h100                
18007007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18007008,118,2,104,1999,150,1,1,2,2,2,scuter              
18007012,119,1,279,1987,1800,1,2,2,2,2,station             
18007014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18007015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18017002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18017005,120,5,356,1998,1000,1,1,2,2,-1,súoer carrier       
18017024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18017026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18017028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18033002,133,1,166,1994,2000,1,2,2,2,2,sonata              
18033003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18033009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18033010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
18033018,174,3,75,2008,1600,2,2,-1,2,-1,belind              
18034022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19012008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19012012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19012014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19012026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
19012030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
