IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
13006901,4,2006,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13006901,5,2010,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,3,25.43672180798965,0,0,0
13006902,1,1982,2,0,5,0,1,1,0,0,1,350000,1,Sin Observación,1,3,25.43672180798965,0,0,0
13006902,2,1981,1,1,5,0,1,1,0,0,1,625000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13006902,3,1999,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13006902,4,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13006902,5,2008,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13006902,6,1956,2,3,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,25.43672180798965,0,0,0
13006902,7,1957,1,3,4,0,0,9,0,0,0,275000,1,Sin Observación,1,2,25.43672180798965,0,1,0
13006903,1,1983,2,0,6,0,0,11,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13006903,2,1987,1,1,4,0,0,3,0,0,1,350000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13006903,3,2009,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13006903,4,2011,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13011004,1,1930,1,0,3,0,0,9,0,0,0,475000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13011004,2,1929,2,1,3,0,0,9,0,0,0,40000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13011004,3,1995,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13011014,1,1918,1,0,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,25.43672180798965,0,0,0
13011014,2,1934,2,1,7,0,1,9,0,0,0,475000,1,Sin Observación,1,4,25.43672180798965,0,0,0
13011014,3,1969,2,2,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13011015,1,1952,1,0,4,0,0,9,0,0,0,165000,1,Sin Observación,1,8,25.43672180798965,0,1,0
13011015,2,1954,2,1,7,0,1,1,0,0,1,475000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13011015,3,1988,1,2,6,6,0,14,0,0,0,0,0,Esta realizando la práctica profesional.,1,4,25.43672180798965,0,0,0
13011016,1,1941,1,0,4,0,0,9,0,0,0,475000,1,Sin Observación,1,2,25.43672180798965,0,1,0
13011016,2,1945,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,25.43672180798965,0,0,0
13011016,3,1976,1,2,7,0,0,3,1,1,2,165000,1,,1,2,25.43672180798965,0,0,0
13011022,1,1941,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,25.43672180798965,0,0,0
13011022,2,1939,1,1,4,0,0,9,0,0,0,475000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13011022,3,1966,2,2,7,0,1,1,0,0,1,625000,1,Sin Observación,1,4,25.43672180798965,0,0,0
13015003,1,1956,1,0,6,0,0,2,0,0,1,625000,1,Sin Observación,1,6,25.43672180798965,0,0,0
13015003,2,1957,2,1,7,0,1,1,0,0,1,475000,1,Sin Observación,1,4,25.43672180798965,0,0,0
13015003,3,1996,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13015007,1,1977,1,0,5,0,1,12,0,0,0,0,0,Sin Observación,1,7,25.43672180798965,0,0,0
13015007,2,1974,2,1,7,0,1,1,0,0,2,625000,1,Sin Observación,1,4,25.43672180798965,0,0,0
13015007,3,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13015007,4,2003,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13015007,5,2006,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13015008,1,1978,1,0,7,0,1,1,1,3,1,1050000,1,Sin Observación,1,9,25.43672180798965,0,0,0
13015008,2,1973,2,1,7,0,1,1,0,0,1,1050000,1,Sin Observación,1,5,25.43672180798965,0,0,0
13015008,3,2002,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,6,25.43672180798965,0,0,0
13015008,4,1993,1,3,6,7,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13015901,1,1946,2,0,7,0,1,9,0,0,0,800000,1,Gladys posee  problemas de motricidad.,1,5,25.43672180798965,0,0,0
13015901,2,1968,1,3,7,0,1,1,0,0,1,800000,1,Sin Observación,1,6,25.43672180798965,0,0,0
13015902,1,1959,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,1,1,25.43672180798965,0,0,0
13023005,1,1954,2,0,7,0,1,1,0,0,1,475000,1,Sin Observación,1,4,25.43672180798965,0,0,0
13023005,2,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13023011,1,1953,1,0,7,0,1,1,0,0,1,1050000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13023011,2,1952,2,1,7,0,1,9,0,0,0,350000,1,Sin Observación,1,3,25.43672180798965,0,1,0
13023011,3,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,3,25.43672180798965,0,0,0
13023011,4,1985,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,25.43672180798965,0,0,0
13023011,5,1989,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,3,25.43672180798965,0,1,0
13023011,6,1987,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,25.43672180798965,0,0,0
13023011,7,1987,2,3,5,0,1,4,0,0,1,165000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13023014,1,1927,2,0,4,0,0,9,0,0,0,350000,1,Sin Observación,0,0,25.43672180798965,0,0,0
13023014,2,1966,1,2,6,0,0,3,0,0,1,475000,1,Sin Observación,1,7,25.43672180798965,0,0,0
13023014,3,1994,2,3,6,0,0,4,0,0,2,275000,1,"Fernanda realiza multiples viajes de trabajo durante el dia, por lo tanto, solo ",1,2,25.43672180798965,0,0,0
13023016,1,1940,1,0,5,0,0,9,0,0,0,475000,1,Sin Observación,1,5,25.43672180798965,0,0,0
13023016,2,1944,2,1,3,0,0,11,0,0,0,105000,1,Sin Observación,0,0,25.43672180798965,0,1,0
13023016,3,1950,2,3,3,0,0,11,0,0,0,40000,1,Sin Observación,1,2,25.43672180798965,0,0,0
13023017,1,1948,2,0,4,0,0,4,0,0,1,275000,1,Sin Observación,1,4,25.43672180798965,0,0,0
13023017,2,1988,1,2,7,0,1,1,0,0,1,350000,1,Sin Observación,1,2,25.43672180798965,0,0,0
14002901,1,1968,2,0,3,0,0,11,0,0,0,225000,1,RECIBE INGRESO DE PARTE UNAPROPIEDAD QUE LA TIENE ARRENDADA Y DE PARTE DEL PADRE,1,2,19.29682344054387,0,0,0
14002901,2,1988,2,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002901,3,1999,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002901,4,2000,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002902,1,1969,1,0,4,0,0,9,0,0,0,225000,1,Sin Observación,0,0,19.29682344054387,0,0,0
14002902,2,1975,2,1,5,0,1,1,0,0,1,475000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14002902,3,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002902,4,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002902,5,2003,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002902,6,1954,1,3,3,0,0,3,0,0,1,350000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14002903,1,1943,2,0,4,0,0,9,0,0,0,165000,1,Sin Observación,1,4,19.29682344054387,0,0,0
14002903,2,1959,2,3,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,19.29682344054387,0,0,0
14002904,1,1967,1,0,6,0,0,4,0,0,1,350000,1,NO REALIZA VIAJEDE VUELTA A CASA TRABAJA DE NOCHE,1,3,19.29682344054387,0,0,0
14002904,2,1971,2,1,6,0,0,4,0,0,2,225000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14002904,3,2002,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002904,4,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14002904,5,2007,2,2,2,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14005018,1,1944,1,0,5,0,1,1,0,0,1,625000,1,Sin Observación,1,5,19.29682344054387,0,0,0
14005018,2,1944,2,1,5,0,1,11,0,0,0,0,0,Sin Observación,1,3,19.29682344054387,0,0,0
14005901,1,1944,2,0,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,19.29682344054387,0,0,0
14005901,2,1974,2,2,4,0,0,3,0,0,1,275000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14005902,1,1971,1,0,4,0,0,3,0,0,1,625000,1,TRABAJA EN UN NEGOCIO,1,4,19.29682344054387,0,0,0
14005902,2,1976,2,1,4,0,0,3,0,0,2,225000,1,,1,4,19.29682344054387,0,0,0
14005902,3,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14005902,4,1998,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14005903,1,1958,1,0,4,0,0,4,0,0,1,275000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14005903,2,1965,2,1,4,0,0,3,0,0,1,350000,1,TRABAJA EN UN NEGOCIO,1,2,19.29682344054387,0,0,0
14005903,3,1998,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14008004,1,1924,1,0,3,0,0,9,0,0,0,105000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14008004,2,1956,2,2,4,0,0,6,0,0,3,165000,1,Trabaja esporadicamente cuidando a una abuelita ,1,4,19.29682344054387,0,0,0
14008004,3,1962,1,2,4,0,0,4,0,0,1,350000,1,Sin Observación,1,6,19.29682344054387,0,0,0
14008009,1,1957,2,0,7,0,1,1,0,0,1,275000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14008009,2,1990,2,2,6,6,0,14,0,0,0,165000,1,Sin Observación,1,8,19.29682344054387,0,1,0
14008009,3,1999,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14008009,4,1953,2,3,7,0,1,9,0,0,0,225000,1,Sin Observación,1,4,19.29682344054387,0,1,0
14008901,1,1948,1,0,5,0,1,9,0,0,0,165000,1,Sin Observación,1,4,19.29682344054387,0,0,0
14008901,2,1952,2,1,7,0,1,1,0,0,1,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14008901,3,1978,1,2,7,0,1,1,0,0,1,475000,1,Sin Observación,1,7,19.29682344054387,0,0,0
14008901,4,1981,1,2,7,0,1,1,0,0,1,275000,1,Sin Observación,1,4,19.29682344054387,0,0,0
14008901,5,1982,1,2,6,6,0,14,0,0,0,105000,1,Sin Observación,1,2,19.29682344054387,0,1,0
14008901,6,1979,2,3,5,0,1,1,0,0,1,275000,1,Sin Observación,1,4,19.29682344054387,0,0,0
14008901,7,2000,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,19.29682344054387,0,0,0
14008901,8,2010,2,3,2,2,0,14,0,0,0,0,0,Sin Observación,1,6,19.29682344054387,0,0,0
14008902,1,1947,2,0,1,0,0,9,0,0,0,225000,1,Sin Observación,0,0,19.29682344054387,0,0,0
14008902,2,1942,1,1,4,0,0,4,0,0,1,225000,1,Sin Observación,0,0,19.29682344054387,0,0,0
14010015,1,1943,1,0,3,0,0,9,0,0,0,225000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14010015,2,1949,2,1,3,0,0,11,0,0,0,40000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14010015,3,1967,2,2,4,0,0,4,0,0,1,275000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14010015,4,1989,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010015,5,1996,2,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010015,6,2000,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010016,1,1975,1,0,5,0,1,4,0,0,1,625000,1,Sin Observación,1,6,19.29682344054387,0,0,0
14010016,2,1982,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010016,3,2005,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010016,4,2009,2,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010018,1,1955,1,0,3,0,0,4,0,0,1,350000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14010018,2,1975,2,1,4,0,0,4,0,0,1,165000,1,Sin Observación,1,2,19.29682344054387,0,0,0
14010018,3,1992,1,2,4,0,0,12,0,0,0,0,0,Sin Observación,0,0,19.29682344054387,0,0,0
14010018,4,1996,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010018,5,1998,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010018,6,2004,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14010019,1,1953,1,0,4,0,0,4,0,0,1,800000,1,Sin Observación,0,0,19.29682344054387,0,0,0
14010019,2,1945,2,1,3,0,0,11,0,0,0,105000,1,Sin Observación,1,1,19.29682344054387,0,0,0
14010022,1,1955,1,0,4,0,0,3,1,1,3,475000,1,NO REALIZO VIAJE AL TRABAJO YA QUE TRABAJA EN CASA DE FORMA INDEPENDIENTE ,1,2,19.29682344054387,0,0,0
14010022,2,1935,2,1,4,0,0,11,0,0,0,0,0,,1,2,19.29682344054387,0,0,0
14010022,3,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.29682344054387,0,0,0
14010022,4,1993,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.29682344054387,0,0,0
14014030,1,1973,2,0,7,0,1,1,0,0,1,625000,1,Sin Observación,1,11,19.29682344054387,0,0,0
14014030,2,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,19.29682344054387,0,0,0
14014052,1,1961,1,0,5,0,1,1,0,0,1,1500001,1,Sin Observación,1,4,19.29682344054387,0,0,0
14014052,2,1975,2,1,5,0,1,11,0,0,0,0,0,Sin Observación,0,0,19.29682344054387,0,0,0
14014052,3,2003,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14014052,4,2013,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,19.29682344054387,0,0,0
14014901,1,1981,2,0,5,0,1,1,0,0,1,475000,1,NO FUE AL TRABAJO YA QUE SE ENCUENTRA ENFERMA ,1,2,19.29682344054387,0,0,0
14014902,1,1979,1,0,5,0,1,4,0,0,1,625000,1,Sin Observación,1,9,19.29682344054387,0,0,0
14014902,2,1979,2,1,5,0,1,11,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14014902,3,2006,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
14014902,4,2008,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,0,2,19.29682344054387,0,0,0
14014902,5,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,19.29682344054387,0,0,0
15006001,1,1972,1,0,7,0,1,1,0,0,1,625000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15006001,2,1975,2,1,7,0,1,1,0,0,1,625000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15006004,1,1931,1,0,5,0,1,9,0,0,0,275000,1,Sin Observación,0,0,41.31358008985011,0,0,0
15006004,2,1940,2,1,7,0,1,9,0,0,0,225000,1,Sin Observación,1,3,41.31358008985011,0,0,0
15006006,1,1979,2,0,5,0,1,4,0,0,1,625000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15006006,2,2000,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,41.31358008985011,0,0,0
15006006,3,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,0,2,41.31358008985011,0,0,0
15006007,1,1945,1,0,7,0,1,1,0,0,1,625000,1,Sin Observación,0,0,41.31358008985011,0,0,0
15006026,1,1956,1,0,7,0,1,1,0,0,1,475000,1,,1,4,41.31358008985011,0,0,0
15006026,2,1973,2,1,7,0,1,1,0,0,1,475000,1,,1,2,41.31358008985011,0,0,0
15006026,3,2009,2,2,2,2,0,14,0,0,0,0,0,,1,2,41.31358008985011,0,0,0
15007001,1,1949,1,0,7,0,1,1,0,0,3,475000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15007001,2,1957,2,1,7,0,1,1,0,0,2,475000,1,Sin Observación,1,3,41.31358008985011,0,0,0
15007001,3,1991,2,2,6,6,0,14,0,0,0,0,0,"NO REGRESO A SU CASA, SE QUEDO EN CASA DE AMIGA",1,2,41.31358008985011,0,0,0
15007005,1,1938,2,0,5,0,1,9,0,0,0,225000,1,Sin Observación,0,0,41.31358008985011,0,0,0
15007006,1,1988,1,0,7,0,1,1,0,0,1,1050000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15007006,2,1988,2,1,7,0,1,1,0,0,1,625000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15007011,1,1955,1,0,7,0,1,1,0,0,1,625000,1,Sin Observación,1,8,41.31358008985011,0,0,0
15007011,2,1955,2,1,7,0,1,1,0,0,1,275000,1,Sin Observación,1,4,41.31358008985011,0,0,0
15007011,3,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,41.31358008985011,0,0,0
15011005,1,1977,1,0,7,0,1,1,0,0,1,800000,1,se escribieron 2 personas en mi casa autorizado por el supervisor,1,6,41.31358008985011,0,0,0
15011005,2,1977,2,1,7,0,1,1,0,0,1,625000,1,,1,5,41.31358008985011,0,0,0
15011005,3,2010,1,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,41.31358008985011,0,0,0
15011011,1,1982,2,0,7,0,1,1,0,0,1,800000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15011025,1,1971,2,0,5,0,1,1,0,0,1,275000,1,se escribieron 3 personas en mi casa autorizado por el supervisor,1,3,41.31358008985011,0,0,0
15011025,2,1992,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,41.31358008985011,0,0,0
15011025,3,1996,2,2,4,4,0,14,0,0,0,0,0,,1,2,41.31358008985011,0,0,0
15011025,4,1998,1,2,4,4,0,14,0,0,0,0,0,,1,2,41.31358008985011,0,0,0
15011028,1,1989,1,0,6,6,0,14,0,0,0,275000,1,ese dinero se lo mandan sus padres para alimentacion y materiales de estudio,1,6,41.31358008985011,0,0,0
15014009,1,1937,1,0,7,0,1,9,0,0,0,625000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15014009,2,1948,2,1,4,0,0,9,0,0,0,350000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15014010,1,1956,1,0,5,0,1,3,0,0,2,475000,1,Sin Observación,1,6,41.31358008985011,0,0,0
15014010,2,1951,2,1,7,0,1,1,0,0,1,475000,1,Sin Observación,1,5,41.31358008985011,0,0,0
15014010,3,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,41.31358008985011,0,0,0
15014011,1,1955,1,0,3,0,0,3,0,0,1,625000,1,,1,4,41.31358008985011,0,0,0
15014011,2,1962,2,1,5,0,1,4,0,0,1,475000,1,Sin Observación,1,4,41.31358008985011,0,0,0
15014011,3,1992,2,2,6,6,0,14,0,0,0,0,0,,1,6,41.31358008985011,0,0,0
15021004,1,1949,1,0,7,0,1,1,0,0,1,350000,1,,1,2,41.31358008985011,0,0,0
15021004,2,1950,2,1,7,0,1,1,0,0,1,350000,1,no realiza viaje fuera de casa,1,4,41.31358008985011,0,0,0
15021004,3,1995,1,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,41.31358008985011,0,0,0
15021005,1,1947,1,0,4,0,0,3,0,0,1,475000,1,,1,2,41.31358008985011,0,0,0
15021005,2,1993,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,41.31358008985011,0,0,0
15021005,3,1994,1,2,4,4,0,14,0,0,0,0,0,,1,2,41.31358008985011,0,0,0
15021005,4,1956,2,3,4,0,0,9,0,0,0,275000,1,no realiza viaje fuera de casa,0,0,41.31358008985011,0,0,0
15021009,1,1952,1,0,7,0,1,1,0,0,1,475000,1,Sin Observación,1,4,41.31358008985011,0,0,0
15021009,2,1989,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,41.31358008985011,0,0,0
15021009,3,2007,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,41.31358008985011,0,0,0
15021013,1,1930,2,0,4,0,0,9,0,0,0,275000,1,no realiza viaje por salud,0,0,41.31358008985011,0,0,0
15021013,2,1959,2,2,6,0,0,11,0,0,0,0,0,no realiza viaje fuerade casa por salud,0,0,41.31358008985011,0,0,0
15021013,3,1985,1,3,6,6,0,14,0,0,0,0,0,,1,4,41.31358008985011,0,0,0
15025015,1,1965,2,0,5,0,1,3,1,1,1,275000,1,,1,2,41.31358008985011,0,0,0
15025015,2,1988,2,2,5,7,1,14,0,0,0,0,0,Sin Observación,1,2,41.31358008985011,0,0,0
15025015,3,1963,2,3,8,0,0,13,0,0,0,0,0,persona discapacitada,0,0,41.31358008985011,0,0,0
15030007,1,1959,1,0,4,0,0,4,0,0,1,475000,1,Sin Observación,1,6,41.31358008985011,0,0,0
15030007,2,1964,2,1,7,0,1,1,0,0,1,350000,1,Sin Observación,1,4,41.31358008985011,0,0,0
15030009,1,1962,1,0,4,0,0,3,0,0,1,275000,1,Sin Observación,1,2,41.31358008985011,0,0,0
15030012,1,1972,1,0,7,0,1,1,0,0,1,625000,1,,1,4,41.31358008985011,0,0,0
15030012,2,1981,2,1,7,0,1,1,0,0,1,275000,1,Sin Observación,1,5,41.31358008985011,0,0,0
15030012,3,2012,2,2,1,0,0,13,0,0,0,0,0,no sale de casa la cuida la nana ,0,0,41.31358008985011,0,0,0
15030020,1,1950,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,1,3,41.31358008985011,0,0,0
15030020,2,1981,2,2,7,0,1,1,0,0,1,625000,1,Sin Observación,1,3,41.31358008985011,0,0,0
15030020,3,1971,1,3,7,0,1,13,0,0,0,0,0,Sin Observación,1,2,41.31358008985011,0,0,0
15030020,4,2011,2,3,1,0,0,13,0,0,0,0,0,Sin Observación,1,3,41.31358008985011,0,0,0
16002030,1,1990,1,0,6,6,0,14,0,0,0,0,0,600000 recibe por comcepto de alimentacion,1,4,31.56774909236886,0,0,0
16002030,2,1992,2,3,6,6,0,14,0,0,0,0,0,se escribio 1 persona en mi casa autorizado por el supervisor,1,4,31.56774909236886,0,0,0
16002127,1,1993,1,0,6,6,0,14,0,0,0,0,0,le dan una mesada por concepto de alimentacion ,1,6,31.56774909236886,0,0,0
16002149,1,1989,1,0,4,0,0,4,0,0,1,0,0,son misioneros,1,4,31.56774909236886,0,0,0
16002149,2,1992,1,4,4,0,0,4,0,0,1,0,0,Sin Observación,1,4,31.56774909236886,0,0,0
16002162,1,1980,1,0,7,0,1,1,0,0,1,800000,1,Sin Observación,1,4,31.56774909236886,0,0,0
16002162,2,1983,2,1,4,0,0,4,0,0,1,350000,1,se escribieron 2 personas en mi casa autorizado por el supervisor,1,2,31.56774909236886,0,0,0
16002162,3,2001,1,2,3,4,0,14,0,0,0,0,0,,1,3,31.56774909236886,0,0,0
16003006,1,1981,1,0,6,0,0,3,0,0,1,1050000,1,se escribieron 3 personas en mi casa autorizado por el supervisor,1,12,31.56774909236886,0,0,0
16003006,2,1981,2,1,7,0,1,1,0,0,1,625000,1,Sin Observación,1,3,31.56774909236886,0,0,0
16003006,3,1999,2,2,4,4,0,14,0,0,0,0,0,,1,4,31.56774909236886,0,0,0
16003006,4,2009,1,2,2,2,0,14,0,0,0,0,0,,1,2,31.56774909236886,0,0,0
16003019,1,1981,2,0,7,0,1,1,0,0,1,800000,1,Sin Observación,1,6,31.56774909236886,0,0,0
16003019,2,1984,1,1,7,0,1,1,0,0,1,1050000,1,se escribio 1 persona en mi casa autorizado por el supervisor,1,4,31.56774909236886,0,0,0
16003023,1,1985,1,0,7,0,1,1,0,0,1,625000,1,se escribio 1 persona en mi casa autorizado por el supervisor,1,4,31.56774909236886,0,0,0
16003023,2,1986,2,1,7,0,1,1,0,0,1,625000,1,Sin Observación,1,2,31.56774909236886,0,0,0
16003028,1,1986,1,0,7,0,1,1,0,0,1,800000,1,Sin Observación,1,4,31.56774909236886,0,0,0
16003028,2,1990,2,3,6,6,0,14,0,0,0,0,0,se escribieron los viajes de 1 persona en mi casa autorizado por el supervisor,1,4,31.56774909236886,0,0,0
16004002,1,1935,2,0,4,0,0,9,0,0,0,350000,1,se escribieron los viajes de 1 persona autoriado por el supervisor,1,6,31.56774909236886,0,0,0
16004002,2,1993,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,31.56774909236886,0,0,0
16004003,1,1983,1,0,7,0,1,1,0,0,1,625000,1,Sin Observación,1,4,31.56774909236886,0,0,0
16004003,2,1984,2,1,7,0,1,1,0,0,1,625000,1,se escribieron 2 personas en mi casa autorizado por el supervisor,1,5,31.56774909236886,0,0,0
16004003,3,1987,1,4,7,0,1,1,0,0,1,625000,1,,1,2,31.56774909236886,0,0,0
16004020,1,1982,1,0,7,0,1,1,0,0,1,625000,1,Sin Observación,1,4,31.56774909236886,0,0,0
16004020,2,1982,2,1,7,0,1,1,0,0,1,625000,1,se escribieron 3 personas en mi casa autorizado por el supervisor,1,5,31.56774909236886,0,0,0
16004020,3,2012,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,3,31.56774909236886,0,0,0
16004063,1,1976,2,0,7,0,1,1,0,0,1,800000,1,Sin Observación,1,2,31.56774909236886,0,0,0
16004064,1,1987,1,0,6,6,0,14,0,0,0,0,0,"la familia le manda dinero por concepto de alimentacion , arriendo y estudios 30",1,4,31.56774909236886,0,0,0
16004064,2,1993,2,4,6,6,0,14,0,0,0,225000,1,ese dinero se lo mandan sus padres por concepto de estudios y alimentacion,1,2,31.56774909236886,0,0,0
16004064,3,1990,2,4,6,6,0,14,0,0,0,275000,1,ese dinero se lo mandan sus padres para sus estudios y alimentacion,1,2,31.56774909236886,0,0,0
16010012,1,1955,1,0,7,0,1,9,0,0,0,225000,1,Sin Observación,1,2,31.56774909236886,0,0,0
16010012,2,1954,2,3,4,0,0,3,0,0,2,225000,1,Sin Observación,1,2,31.56774909236886,0,0,0
16010012,3,1926,2,3,3,0,0,9,0,0,0,105000,1,Sin Observación,0,0,31.56774909236886,0,0,0
